,logFC,AveExpr,t,P.Value,adj.P.Val,B
TAF5L,0.495858422,6.168661636,6.108390504,6.23E-09,1.66E-07,9.951684087
PUS7,0.663532645,7.790642701,6.104722362,6.35E-09,1.69E-07,9.933314031
IRX1,1.866864804,5.397395888,6.10219757,6.43E-09,1.71E-07,9.920674025
SNX14,-0.53449468,7.117115301,-6.099865623,6.51E-09,1.73E-07,9.909002477
IRS2,1.278226026,7.835499489,6.095093971,6.67E-09,1.77E-07,9.885129058
MSX2,-0.982875261,4.198228012,-6.090357245,6.84E-09,1.81E-07,9.861442368
MELK,0.880736142,7.612719292,6.090230623,6.84E-09,1.81E-07,9.860809339
MYRFL,-1.382942185,3.513800435,-6.089676752,6.86E-09,1.81E-07,9.858040446
GCFC2,0.546205678,5.927469751,6.087684825,6.93E-09,1.83E-07,9.848083815
SIMC1,0.892030657,6.750572793,6.087251251,6.95E-09,1.83E-07,9.845916877
TRIB3,-1.142989739,6.71475682,-6.085549044,7.01E-09,1.84E-07,9.837410479
TSPAN8,-2.297409244,4.680234715,-6.085524702,7.01E-09,1.84E-07,9.837288845
LMLN,-0.687140718,5.522482744,-6.083200009,7.09E-09,1.86E-07,9.825674239
TRPT1,-0.557816429,6.921241777,-6.074069723,7.44E-09,1.95E-07,9.780085509
PATZ1,-0.566540448,5.484497375,-6.072227873,7.51E-09,1.97E-07,9.770894307
MAGOHB,0.731690161,5.194871048,6.070731512,7.57E-09,1.98E-07,9.763428501
BCL2L14,0.498816574,2.739289888,6.069320926,7.62E-09,1.99E-07,9.756391749
GART,0.444767493,6.030583789,6.067209253,7.70E-09,2.01E-07,9.745859589
CDYL2,-0.686656476,6.100536741,-6.067002297,7.71E-09,2.01E-07,9.744827504
CA11,1.019023334,5.00822695,6.058303483,8.07E-09,2.10E-07,9.701467534
WBP1L,-0.559784576,8.24681003,-6.058164893,8.07E-09,2.10E-07,9.70077705
PLOD1,0.795199463,8.068958182,6.05703489,8.12E-09,2.11E-07,9.695147515
AKR1B10,-1.716242016,4.80316834,-6.052844717,8.30E-09,2.15E-07,9.674278569
PLCG2,0.761712435,4.731836609,6.048170213,8.50E-09,2.20E-07,9.651008563
DRAIC,-1.58182658,3.888814882,-6.047610997,8.52E-09,2.21E-07,9.648225536
DEPDC1,0.972277573,5.620353013,6.045880761,8.60E-09,2.22E-07,9.639615795
TP53TG1,-0.888645838,6.187341378,-6.044242552,8.67E-09,2.24E-07,9.63146547
ATG12,-0.472577586,6.957862636,-6.044119031,8.68E-09,2.24E-07,9.630850994
ZFP82,0.817533638,5.995376772,6.043724537,8.69E-09,2.24E-07,9.62888857
PCOLCE2,1.736467932,5.159644513,6.038261674,8.94E-09,2.30E-07,9.601721999
KCND2,-1.151033645,4.550700548,-6.032702479,9.20E-09,2.36E-07,9.574092873
ROR1,0.919894543,5.108001586,6.03246471,9.21E-09,2.36E-07,9.572911534
OBSCN,0.577376999,4.289469326,6.028052647,9.42E-09,2.42E-07,9.550996055
EFHC1,-0.654245726,6.725854733,-6.025671906,9.54E-09,2.44E-07,9.539174869
LOC646903,0.930416671,4.158020433,6.023986841,9.62E-09,2.46E-07,9.530809797
TWNK,0.785410286,5.772447433,6.022493144,9.69E-09,2.48E-07,9.523396002
AFG2A,0.58460394,4.631591832,6.021931836,9.72E-09,2.48E-07,9.520610327
FAM107A,1.195926769,4.505557509,6.019501877,9.84E-09,2.51E-07,9.508552819
ZNF350,-0.6858445,5.345011736,-6.017305167,9.96E-09,2.53E-07,9.497655445
NUFIP2,-0.717063949,8.047266463,-6.01714379,9.96E-09,2.53E-07,9.496854991
POGLUT1,0.561803023,6.478514972,6.014700995,1.01E-08,2.56E-07,9.484740124
GLIPR2,0.933896874,6.920592608,6.013834886,1.01E-08,2.57E-07,9.480445492
PWWP3B,-1.526849014,4.729825836,-6.01090343,1.03E-08,2.61E-07,9.465912777
SNHG21,0.654720106,6.822600354,6.008212103,1.04E-08,2.64E-07,9.4525746
TMEM38A,1.348981939,4.137493579,6.006312721,1.05E-08,2.66E-07,9.443163651
PTCH1,0.641159256,3.957768601,6.005252394,1.06E-08,2.67E-07,9.437910858
KARS1,0.458014016,10.39028096,6.004696618,1.06E-08,2.68E-07,9.43515782
FANK1,-1.057389714,5.236496328,-6.002490774,1.07E-08,2.70E-07,9.424232818
HOXC11,-1.15530548,4.982512803,-6.002310245,1.08E-08,2.70E-07,9.423338815
CNOT10,0.576057419,7.01605887,6.001551687,1.08E-08,2.71E-07,9.419582553
BCL2L1,-0.538286966,5.23970593,-5.998804964,1.09E-08,2.74E-07,9.4059838
NLK,-0.738794868,6.698944477,-5.998793128,1.09E-08,2.74E-07,9.405925208
NKX1-2,1.621970173,3.87150043,5.996420622,1.11E-08,2.77E-07,9.394182475
CST2,-1.394948616,4.982639491,-5.995556573,1.11E-08,2.78E-07,9.389906622
NDC80,1.017302183,6.65449429,5.986683173,1.16E-08,2.91E-07,9.34601895
SLC25A46,-0.505902059,7.770976526,-5.986454767,1.17E-08,2.91E-07,9.344889826
PLEKHF1,1.209432934,6.272002937,5.986281319,1.17E-08,2.91E-07,9.344032404
PRR18,1.280001052,3.371192128,5.984706297,1.18E-08,2.93E-07,9.336247191
SCP2,-0.544305256,9.909718312,-5.977957578,1.22E-08,3.02E-07,9.302904093
SPTSSB,-1.418148098,4.544621426,-5.97752762,1.22E-08,3.03E-07,9.300780659
CA5B,-0.756287179,3.970661163,-5.976958434,1.22E-08,3.03E-07,9.297969774
ZNF521,1.293090534,6.343282087,5.976323347,1.23E-08,3.04E-07,9.294833653
ANKRA2,-0.510073118,7.088799043,-5.973459443,1.25E-08,3.08E-07,9.280694141
RFC4,0.695209385,8.323488896,5.972212858,1.25E-08,3.10E-07,9.274540969
LIN9,0.484217881,3.558233224,5.971708227,1.26E-08,3.10E-07,9.272050338
FBN3,1.185646896,3.462407448,5.969427328,1.27E-08,3.13E-07,9.260794586
FIRRM,0.811850481,6.08580203,5.967002069,1.29E-08,3.17E-07,9.248829566
KRTCAP3,1.36935699,6.59709159,5.966848367,1.29E-08,3.17E-07,9.248071385
SLC46A3,-0.970954104,6.294629998,-5.966666729,1.29E-08,3.17E-07,9.247175418
KCNH2,1.142705154,4.191623671,5.96095527,1.33E-08,3.26E-07,9.219011663
YBX3,0.690053952,6.508130846,5.956731824,1.36E-08,3.32E-07,9.198196915
FAHD2A,0.53281571,6.363963172,5.956636931,1.36E-08,3.32E-07,9.197729359
TATDN1,0.751816522,8.697568737,5.952717845,1.38E-08,3.38E-07,9.178423546
ODC1,1.020479524,8.763266025,5.952526773,1.39E-08,3.38E-07,9.177482524
SLC25A29,-0.621956123,5.741575096,-5.950254563,1.40E-08,3.42E-07,9.16629348
FAM90A1,0.973982701,2.8301355,5.949222978,1.41E-08,3.43E-07,9.161214579
GNRH1,0.909907933,4.482855609,5.945753342,1.43E-08,3.49E-07,9.144136474
CHIC2,0.57246354,7.665095958,5.94524363,1.44E-08,3.49E-07,9.141628147
LOC101926959,-1.715476862,3.787068994,-5.94450884,1.44E-08,3.50E-07,9.138012446
FA2H,-1.069177695,4.889141377,-5.943065663,1.45E-08,3.52E-07,9.130911826
CCDC28B,0.804270636,4.255345779,5.942784482,1.46E-08,3.53E-07,9.129528512
PLEKHB1,0.681332432,3.852072475,5.941980263,1.46E-08,3.54E-07,9.12557227
TFAP2A,-0.896934156,6.774978542,-5.937767691,1.49E-08,3.61E-07,9.104854912
ZNF232,0.670765143,7.340821527,5.936326473,1.51E-08,3.63E-07,9.097769265
SCD,-1.467631996,7.122666329,-5.933479122,1.53E-08,3.68E-07,9.083773825
FRS3,0.691894567,5.065949225,5.93243751,1.54E-08,3.69E-07,9.078655152
ANXA2R-AS1,-0.800251711,6.353121157,-5.931590019,1.54E-08,3.71E-07,9.074490867
EIF3E,0.61244651,8.882213071,5.930848371,1.55E-08,3.72E-07,9.070846984
TOP1MT,0.666899007,4.680925116,5.918663727,1.65E-08,3.95E-07,9.011024443
TFF1,-2.245236688,7.039559446,-5.916332146,1.67E-08,3.99E-07,8.999586483
CEBPB,0.69562534,10.54684395,5.916318722,1.67E-08,3.99E-07,8.999520638
RBL1,0.49689268,4.058903553,5.915924357,1.67E-08,3.99E-07,8.997586314
ZNF280C,0.646809326,5.483530045,5.914146689,1.68E-08,4.02E-07,8.988868087
TMEM87A,-0.513317209,6.943108232,-5.913863209,1.69E-08,4.02E-07,8.987477974
NKX2-5,1.197552954,3.714356861,5.913622462,1.69E-08,4.02E-07,8.986297447
COL22A1,0.953164978,4.242333569,5.909366709,1.73E-08,4.10E-07,8.965434246
KCNS3,-1.134353099,6.98764507,-5.909303567,1.73E-08,4.10E-07,8.965124776
RCL1,0.708021987,5.333470514,5.909062901,1.73E-08,4.10E-07,8.963945253
RPS23,-0.632463202,9.531801959,-5.906455888,1.75E-08,4.15E-07,8.951170136
PROCA1,-0.645470399,3.895006268,-5.904067478,1.77E-08,4.20E-07,8.939469535
ZNF432,-0.780297627,7.056469741,-5.90378608,1.78E-08,4.20E-07,8.9380912
SUV39H2,0.632178935,5.525154936,5.903340591,1.78E-08,4.20E-07,8.935909206
CFAP20,0.519448294,8.478298583,5.902907616,1.78E-08,4.21E-07,8.933788613
SCRG1,1.021113588,3.765065692,5.900012613,1.81E-08,4.27E-07,8.919612347
TATDN2,0.536654389,5.495926043,5.898627011,1.82E-08,4.29E-07,8.912828966
CACNA1D,-0.935804186,4.848369281,-5.895995228,1.85E-08,4.34E-07,8.899947682
HOXC9,-1.093939844,6.504873714,-5.895568645,1.85E-08,4.35E-07,8.897860128
FAM135A,0.519388325,4.301915527,5.891503441,1.89E-08,4.43E-07,8.877971457
SAMD11,-1.085544404,5.24556777,-5.888406048,1.92E-08,4.50E-07,8.86282387
RNF169,0.616458934,6.990696783,5.881856546,1.98E-08,4.64E-07,8.830811513
AEBP2,0.591801292,5.518782881,5.879164487,2.01E-08,4.70E-07,8.817660298
TOPBP1,0.551159626,8.430830304,5.87839737,2.02E-08,4.72E-07,8.813913522
RNF220,0.518357341,7.166825718,5.87692065,2.03E-08,4.75E-07,8.806701808
EYA3,0.414480171,4.768319015,5.871942837,2.09E-08,4.86E-07,8.782401079
RANGRF,0.597643884,6.008806412,5.871813054,2.09E-08,4.86E-07,8.781767693
GMNN,0.708029967,8.478207328,5.870099404,2.10E-08,4.90E-07,8.773405295
FJX1,1.032015142,5.992093277,5.868404587,2.12E-08,4.93E-07,8.765136408
TAOK1,-0.678440868,7.138215445,-5.868290681,2.12E-08,4.93E-07,8.764580727
SYT17,-1.34914862,5.734833356,-5.865547722,2.15E-08,4.99E-07,8.7512016
SURF4,-0.46849795,8.703119445,-5.862873221,2.18E-08,5.05E-07,8.738160425
SERINC5,-0.670751641,8.565549216,-5.859061237,2.23E-08,5.15E-07,8.719579646
MDC1,0.621995039,6.235665391,5.855520013,2.27E-08,5.23E-07,8.702325896
DNASE1,-0.503333732,4.530655096,-5.853807996,2.29E-08,5.27E-07,8.693987022
SEMA4B,-0.92778503,7.217119618,-5.852344086,2.30E-08,5.31E-07,8.686857927
LRFN4,0.582962318,4.368100441,5.851466527,2.31E-08,5.32E-07,8.682584875
URB2,0.539094373,6.271270414,5.851376135,2.31E-08,5.32E-07,8.682144756
ARHGEF2,0.617786892,6.165983929,5.850995711,2.32E-08,5.32E-07,8.680292529
FGB,-2.218823243,3.531133652,-5.850793269,2.32E-08,5.32E-07,8.679306906
DPP3,-0.66691728,7.592078297,-5.850140506,2.33E-08,5.34E-07,8.676128966
CHMP2A,-0.605921043,9.678963307,-5.849739805,2.33E-08,5.34E-07,8.674178295
CRTC2,0.639231334,6.967543871,5.840267748,2.45E-08,5.60E-07,8.628093064
STAC,1.174452954,5.056746105,5.838649022,2.47E-08,5.64E-07,8.620222355
IER5L,-0.720972523,6.519993943,-5.837868978,2.48E-08,5.65E-07,8.616430084
PRKDC,0.718584695,7.083518164,5.833999546,2.52E-08,5.76E-07,8.597623454
PIK3R1,-0.770000177,7.796440578,-5.82913336,2.59E-08,5.89E-07,8.573984207
MAP2,1.294021804,4.91077311,5.82627199,2.62E-08,5.97E-07,8.560090282
CTTNBP2,-0.96739123,3.651976925,-5.825829608,2.63E-08,5.98E-07,8.557942621
CDK17,-0.659165249,6.498414568,-5.825291989,2.64E-08,5.98E-07,8.555332756
DHX32,-0.565383779,8.37846558,-5.825169345,2.64E-08,5.98E-07,8.554737406
CPA3,-1.710787451,6.128605963,-5.824321762,2.65E-08,6.00E-07,8.550623211
APOD,-2.159900614,8.265157134,-5.823930158,2.66E-08,6.00E-07,8.54872249
BYSL,0.671071447,7.066815945,5.823845714,2.66E-08,6.00E-07,8.548312639
VPS41,-0.393757747,5.946924635,-5.822497563,2.67E-08,6.04E-07,8.541769864
PIM1,0.668454331,6.349105353,5.816245638,2.76E-08,6.22E-07,8.511441723
ZNF616,-0.819361286,3.964984511,-5.808950647,2.86E-08,6.45E-07,8.476081468
RSKR,-0.816499629,5.905919179,-5.806696935,2.90E-08,6.52E-07,8.465163345
ZDHHC3,-0.472819703,6.038003857,-5.804636588,2.93E-08,6.58E-07,8.455184486
U2SURP,0.422247302,6.965259131,5.804394153,2.93E-08,6.58E-07,8.454010457
MLF2,0.620666166,8.855503059,5.798792755,3.01E-08,6.76E-07,8.426894129
GFRA3,0.919071174,3.490697863,5.796545045,3.05E-08,6.83E-07,8.41601796
PRKG1,-0.793157659,4.259072946,-5.794344013,3.08E-08,6.89E-07,8.405370425
CA12,-1.100838067,6.414038241,-5.791378683,3.13E-08,6.99E-07,8.391029908
METTL25,-0.681916759,6.481903647,-5.788165831,3.18E-08,7.09E-07,8.37549797
TCF19,0.749075379,6.389909227,5.788033507,3.18E-08,7.09E-07,8.374858403
PHB2,0.60822857,10.92166666,5.787869111,3.18E-08,7.09E-07,8.37406383
KDM5A,0.592686234,6.487988379,5.787608781,3.19E-08,7.09E-07,8.372805612
RBM28,0.490556515,6.867426773,5.784251882,3.24E-08,7.21E-07,8.356584605
RNF10,-0.390119212,7.295705401,-5.782158579,3.27E-08,7.27E-07,8.346472704
MKI67,0.68497678,6.338626078,5.780563478,3.30E-08,7.32E-07,8.338769077
ITGA3,-0.927591619,5.812556741,-5.780397515,3.30E-08,7.32E-07,8.337967634
RNF103,-0.506662783,6.279273853,-5.779974509,3.31E-08,7.33E-07,8.335924987
STN1,-0.476945414,5.652818106,-5.772099548,3.44E-08,7.62E-07,8.29791622
TMEM167A,-0.437540544,8.827137316,-5.771246105,3.46E-08,7.64E-07,8.293799158
ME2,0.718714546,7.464149113,5.76888722,3.50E-08,7.72E-07,8.282421913
DPAGT1,-0.59823277,7.652813356,-5.767442828,3.52E-08,7.77E-07,8.275456961
RET,-1.449052518,5.216214875,-5.766135563,3.55E-08,7.81E-07,8.269154264
APMAP,-0.597553002,9.523755235,-5.762017791,3.62E-08,7.97E-07,8.249307658
RSPH1,-1.443776141,4.94245473,-5.759702183,3.66E-08,8.05E-07,8.238151261
PREP,0.556070873,6.169044429,5.7560929,3.73E-08,8.19E-07,8.22076813
GINS4,0.813238619,4.343213764,5.754462685,3.76E-08,8.25E-07,8.212919072
PSTPIP2,0.918836833,6.205330125,5.752768739,3.79E-08,8.31E-07,8.204764771
PTPRB,-0.564154202,4.416717076,-5.752379778,3.80E-08,8.31E-07,8.202892625
ELK4,0.337027884,4.990229817,5.750955287,3.83E-08,8.37E-07,8.196037005
PHPT1,-0.641915099,8.235140527,-5.747628922,3.89E-08,8.50E-07,8.180032778
F2RL2,-1.00509674,4.589051778,-5.747237326,3.90E-08,8.50E-07,8.178149098
LMNB2,0.777078145,6.20942315,5.744576839,3.95E-08,8.61E-07,8.165353765
FLOT1,-0.544622564,6.871151639,-5.744291931,3.95E-08,8.61E-07,8.163983767
CYP4X1,-2.117121835,5.773441381,-5.738847488,4.06E-08,8.84E-07,8.137812763
PITPNC1,-0.636509172,4.470458309,-5.737810278,4.08E-08,8.87E-07,8.132828895
USP40,-0.569220921,6.809696522,-5.737216689,4.10E-08,8.89E-07,8.129976938
NUDT16,-0.506744349,4.708223148,-5.734493984,4.15E-08,9.00E-07,8.116897997
MISP,-1.219261208,6.387235247,-5.731823726,4.21E-08,9.11E-07,8.104075114
LRP10,-0.489242618,7.375711524,-5.730771083,4.23E-08,9.15E-07,8.099021324
KYNU,-1.449254932,5.239166837,-5.73063025,4.23E-08,9.15E-07,8.098345226
LARP6,0.645658648,4.868988126,5.726345818,4.32E-08,9.34E-07,8.077782343
RGMB,-0.684581769,5.240053987,-5.725296461,4.35E-08,9.38E-07,8.072747616
TTK,0.890826926,7.142077038,5.724007731,4.37E-08,9.42E-07,8.06656526
SCARA3,1.172650211,4.905612517,5.723828682,4.38E-08,9.42E-07,8.065706396
RAB11A,-0.513769412,8.292370856,-5.723733025,4.38E-08,9.42E-07,8.065247554
ZFYVE1,-0.49706924,6.251920673,-5.722981987,4.40E-08,9.45E-07,8.061645196
SLC16A6,-1.215197495,6.131476914,-5.72090557,4.44E-08,9.53E-07,8.051687337
SBSPON,-1.46239833,4.850205066,-5.719542483,4.47E-08,9.59E-07,8.045151732
ARPC3,-0.468869712,10.03963497,-5.717530155,4.52E-08,9.67E-07,8.035505153
POLA1,0.527930528,6.774157043,5.713684169,4.60E-08,9.85E-07,8.017074959
DHCR24,-1.340488448,8.91884485,-5.713053682,4.62E-08,9.87E-07,8.014054438
CEP89,0.513306502,4.601768538,5.712479234,4.63E-08,9.89E-07,8.011302584
PCDH8,1.405394401,2.739536078,5.710604285,4.68E-08,9.96E-07,8.002322089
UBXN10,-0.746591346,4.371742398,-5.710566389,4.68E-08,9.96E-07,8.002140598
TMEM201,0.67017172,5.415795625,5.707928544,4.74E-08,1.01E-06,7.989509519
TP53INP1,-0.541479752,4.654971753,-5.703778672,4.84E-08,1.03E-06,7.969646331
KHDRBS3,1.077731218,5.392099595,5.701846078,4.88E-08,1.04E-06,7.96039943
CCSAP,0.527513695,4.694844597,5.698512827,4.96E-08,1.05E-06,7.944455846
SETDB1,0.51090801,6.464512555,5.697734324,4.98E-08,1.06E-06,7.940733037
FGG,-2.482787063,3.555506677,-5.696458379,5.02E-08,1.06E-06,7.934632208
POC5,-0.464499177,6.418856508,-5.696176778,5.02E-08,1.06E-06,7.933285881
COCH,1.294448641,5.560468115,5.69490618,5.05E-08,1.07E-06,7.927211756
FEN1,0.645801108,7.287596329,5.691391105,5.14E-08,1.09E-06,7.910412703
NCK1-DT,0.688532057,5.945133321,5.690641633,5.16E-08,1.09E-06,7.906831786
COQ8A,0.705617985,5.825332803,5.687453039,5.24E-08,1.10E-06,7.891600572
ATP6V1C2,1.462811008,3.900694544,5.68595942,5.28E-08,1.11E-06,7.884467898
ACVR2A,-0.588386923,6.341557678,-5.682317195,5.38E-08,1.13E-06,7.867080102
WDR26,-0.418941088,6.797699534,-5.679912658,5.44E-08,1.14E-06,7.855605164
NPNT,-1.398282156,5.766232524,-5.678937864,5.47E-08,1.15E-06,7.8509542
LLGL2,-0.88565064,6.589044127,-5.677998912,5.49E-08,1.15E-06,7.846474768
ETNK2,-0.966702571,5.219479847,-5.67523624,5.57E-08,1.17E-06,7.833297917
DSG2,1.067412386,8.23370581,5.674934185,5.58E-08,1.17E-06,7.831857503
KIAA1217,-0.496478822,6.148426842,-5.673895899,5.61E-08,1.17E-06,7.826906611
PFDN5,-0.365772601,10.51680769,-5.673718914,5.61E-08,1.17E-06,7.826062751
ZNF613,-0.943567522,3.385458149,-5.673556738,5.62E-08,1.17E-06,7.825289514
SCNN1A,-0.877490839,4.825148758,-5.671224223,5.68E-08,1.18E-06,7.814170044
PRDM13,1.365983341,3.592423067,5.665182571,5.85E-08,1.22E-06,7.785383171
ENPP6,1.032235939,2.890543994,5.66466252,5.87E-08,1.22E-06,7.782906251
GUSBP14,-0.933823442,7.264452867,-5.664528837,5.87E-08,1.22E-06,7.782269568
DCXR,-0.980893593,8.691162104,-5.66272914,5.93E-08,1.23E-06,7.773699256
KAT2A,0.594707668,7.074548534,5.662514921,5.93E-08,1.23E-06,7.772679252
RASA1,-0.651199503,8.440819039,-5.661323155,5.97E-08,1.24E-06,7.767005138
THSD4,-0.696026207,4.128574122,-5.660436821,5.99E-08,1.24E-06,7.762785753
MAGEB4,0.817536621,2.399733236,5.659141047,6.03E-08,1.25E-06,7.756618053
MAP3K12,-0.642292172,5.664568159,-5.657571267,6.08E-08,1.26E-06,7.749147421
TLR5,0.860053752,6.555935316,5.657035351,6.09E-08,1.26E-06,7.746597313
DOCK7,0.5836962,6.056750141,5.656630122,6.11E-08,1.26E-06,7.744669173
CASTOR1,-0.622085729,5.186098541,-5.656596773,6.11E-08,1.26E-06,7.7445105
MIOS-DT,-0.929191116,4.067386293,-5.656475382,6.11E-08,1.26E-06,7.743932923
SNORD114-3,-1.133902051,3.820820425,-5.656154009,6.12E-08,1.26E-06,7.742403879
SPG11,-0.460879908,5.510125171,-5.653413899,6.20E-08,1.27E-06,7.729369299
CRIP1,-1.627552179,8.720126394,-5.64989887,6.31E-08,1.29E-06,7.712654844
MND1,0.899890322,5.516457407,5.648958879,6.34E-08,1.30E-06,7.70818627
NRIP1,-0.839901516,8.990916677,-5.648208953,6.36E-08,1.30E-06,7.704621608
PRC1,0.892055427,8.03682917,5.648118794,6.37E-08,1.30E-06,7.704193074
ASNSD1,0.459061702,8.464217306,5.648091036,6.37E-08,1.30E-06,7.704061137
CA3,1.110664756,3.585260814,5.648061808,6.37E-08,1.30E-06,7.703922217
WIPF2,-1.073725922,7.431181391,-5.645426107,6.45E-08,1.32E-06,7.691396611
MEG3,-0.542826229,4.03985363,-5.644557588,6.48E-08,1.32E-06,7.68727005
SUPV3L1,0.632314718,7.057753552,5.637188625,6.72E-08,1.37E-06,7.652275802
LY6D,2.22824727,4.029701041,5.63338864,6.85E-08,1.39E-06,7.634242525
SLC35G1,0.577650672,4.10383809,5.63308326,6.86E-08,1.39E-06,7.632793674
ABCE1,0.495459131,8.401904874,5.632399402,6.88E-08,1.40E-06,7.62954936
IFT88,-0.554322135,7.14630577,-5.630031454,6.96E-08,1.41E-06,7.618317607
ARB2A,-0.517765747,6.143515938,-5.629769849,6.97E-08,1.41E-06,7.61707695
KRT8,-1.00473222,10.06396474,-5.627541374,7.05E-08,1.43E-06,7.606510081
LYN,0.829386347,7.240811412,5.624660902,7.15E-08,1.44E-06,7.592855892
ADD2,0.5801585,3.603210107,5.621739975,7.25E-08,1.46E-06,7.579014888
ASPH,-0.715129303,6.173363553,-5.62101528,7.28E-08,1.47E-06,7.575581642
ZNF658,0.888977021,4.848586552,5.620437368,7.30E-08,1.47E-06,7.572844003
MON2,-0.436106748,5.728070498,-5.618505851,7.37E-08,1.48E-06,7.563695591
DHRS2,-2.466162601,4.917813008,-5.618054891,7.38E-08,1.48E-06,7.561559982
TOB1,-0.943147943,10.29858577,-5.616521857,7.44E-08,1.49E-06,7.554300895
RAB30,-0.785053081,5.463168021,-5.616520127,7.44E-08,1.49E-06,7.554292705
CBR3-AS1,-0.678703246,3.985470805,-5.615570147,7.47E-08,1.50E-06,7.549795129
MPP3,-0.7844902,4.663848737,-5.61485091,7.50E-08,1.50E-06,7.546390336
WDR74,0.370207457,4.964182645,5.612548904,7.58E-08,1.52E-06,7.535494912
SLC12A2,-1.295699465,7.987952021,-5.611149403,7.64E-08,1.53E-06,7.528872573
PPT1,-0.522235524,10.77425309,-5.609181981,7.71E-08,1.54E-06,7.519564805
TNC,-1.245016765,5.645396128,-5.608924916,7.72E-08,1.54E-06,7.518348812
SUOX,-0.495473651,6.068177579,-5.606594996,7.81E-08,1.56E-06,7.507329371
ELL2,-0.767408702,5.848692488,-5.604323355,7.90E-08,1.57E-06,7.496588624
NUP210,0.791551063,6.197763994,5.603512605,7.93E-08,1.58E-06,7.492755978
VPS54,0.476945075,7.578692618,5.5983628,8.13E-08,1.62E-06,7.468420378
UTP25,0.536279867,6.632721718,5.592059148,8.39E-08,1.67E-06,7.43865341
UCP2,-1.221836435,8.299366172,-5.59179325,8.40E-08,1.67E-06,7.437398305
ANP32B,0.424608827,10.32532163,5.590067344,8.47E-08,1.68E-06,7.42925261
PFN2,1.106922242,9.95094868,5.587839021,8.56E-08,1.70E-06,7.418738261
SREK1,-0.403999416,5.519622718,-5.58443464,8.70E-08,1.72E-06,7.402680319
FZD4-DT,-0.757436921,4.167490627,-5.584387269,8.71E-08,1.72E-06,7.402456922
ECM1,-1.236458075,7.441788868,-5.582694643,8.78E-08,1.73E-06,7.394475652
SLC35A1,-0.587507223,8.728275747,-5.58040854,8.88E-08,1.75E-06,7.383698621
SHISA5,-0.513264891,8.615408054,-5.580020471,8.89E-08,1.75E-06,7.381869512
RHEX,1.012517469,4.178737146,5.579942273,8.90E-08,1.75E-06,7.381500947
TBX10,-0.919234538,3.993045562,-5.572787625,9.21E-08,1.81E-06,7.347794722
CORO2A,-0.905909459,6.358164316,-5.57176022,9.26E-08,1.82E-06,7.342957
SCLT1,0.537084598,4.498476253,5.564700238,9.58E-08,1.88E-06,7.309730616
NECTIN2,-0.647613096,7.024586444,-5.563087676,9.66E-08,1.90E-06,7.302145544
APPL2,-0.790649973,7.122248748,-5.56246092,9.69E-08,1.90E-06,7.299197861
EXO1,0.74714101,6.17363247,5.56227058,9.70E-08,1.90E-06,7.298302724
MDN1,0.400330357,5.040683599,5.557952127,9.91E-08,1.94E-06,7.277999496
KLK6,1.809193892,5.829221004,5.557511297,9.93E-08,1.94E-06,7.27592755
CPT1A,-0.696499348,4.865272641,-5.557270526,9.94E-08,1.94E-06,7.274795953
DTL,0.695937387,7.192914499,5.5555208,1.00E-07,1.96E-06,7.266573452
TBC1D31,0.809867492,4.734669866,5.555203645,1.00E-07,1.96E-06,7.265083235
HR,0.786495921,4.652915953,5.554701471,1.01E-07,1.96E-06,7.262723792
PPAT,0.716479169,6.90718766,5.553953761,1.01E-07,1.96E-06,7.259210988
HMGCS1,-0.741350155,6.710254293,-5.553855039,1.01E-07,1.96E-06,7.258747208
TUBB6,0.86908677,9.114094542,5.55075198,1.03E-07,1.99E-06,7.244172489
SEMA3F,-0.690397502,5.734032689,-5.547112495,1.04E-07,2.03E-06,7.227085502
TPI1,0.627895611,8.830261375,5.545137439,1.05E-07,2.04E-06,7.21781611
MRPL51,0.494978195,8.848336461,5.544778612,1.06E-07,2.05E-06,7.2161323
HOXB-AS1,-0.88728955,4.99451595,-5.543768819,1.06E-07,2.05E-06,7.21139422
KANK1,0.694868549,4.88057701,5.538393091,1.09E-07,2.11E-06,7.186180772
ENY2,0.562585483,7.037147553,5.53778103,1.09E-07,2.11E-06,7.183311143
CENPM,0.909527516,5.973134197,5.537065202,1.10E-07,2.12E-06,7.179955294
CFAP44,-0.757509755,5.770965824,-5.536203348,1.10E-07,2.12E-06,7.175915264
ABL1,-0.571105701,7.998580349,-5.536064126,1.10E-07,2.12E-06,7.175262692
GREM1,-1.550911537,7.009478919,-5.535123325,1.11E-07,2.13E-06,7.170853169
ARSG,-0.838270351,4.945834457,-5.531121582,1.13E-07,2.17E-06,7.152102939
CRIM1-DT,0.806168029,4.780727247,5.530678227,1.13E-07,2.17E-06,7.150026178
TIGD2,0.664802448,6.978171073,5.529932524,1.14E-07,2.18E-06,7.146533422
CCNO,-1.430179659,5.555140682,-5.528484972,1.14E-07,2.19E-06,7.139754261
LINC01883,0.743790613,2.005031432,5.528426845,1.14E-07,2.19E-06,7.139482065
GPR137B,-0.808748166,8.016628007,-5.525978398,1.16E-07,2.21E-06,7.128018441
MCCC2,-0.735605684,6.097526739,-5.525500331,1.16E-07,2.22E-06,7.125780549
KAZN,0.672233585,5.779273293,5.525337743,1.16E-07,2.22E-06,7.125019484
