"gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B","regulation"
"OLFML1",2.59681228323434,5.65992047614397,13.1581269806442,5.15695664330499e-28,1.30780849608095e-25,53.0309868984958,"Upregulated"
"IL4I1",2.59679085138349,5.73128667034754,7.47087588269959,3.51687887826697e-12,1.03835225320748e-10,17.0540129775875,"Upregulated"
"RASSF2",2.59234492337278,6.67615734913671,11.3102166129265,1.14904349080762e-22,1.59448935074404e-20,40.8569863140499,"Upregulated"
"FERMT3",2.5919143910439,5.78795324430185,11.5475249187754,2.38622942604045e-23,3.62550113160817e-21,42.4104751880251,"Upregulated"
"TM4SF18",2.59041843313844,5.78449107822266,8.31991801969914,2.29765374778689e-14,1.03968832087357e-12,21.998062216058,"Upregulated"
"CD200",2.58512770458095,5.7217647226709,13.7955982733889,7.27222189918262e-30,2.29350452774979e-27,57.244572053864,"Upregulated"
"GPR18",2.58253663747366,4.24239085915451,8.07600108014389,9.99098135946272e-14,3.96118622851841e-12,20.5522656585876,"Upregulated"
"TREM2",2.58014454737805,6.19030255163533,13.3733771253163,1.22254618662802e-28,3.34832879929767e-26,54.4542490660486,"Upregulated"
"WNT2",2.57911812298147,5.80930687335305,10.4455810064973,3.36778619660799e-20,3.43629753345075e-18,35.2447741073894,"Upregulated"
"LILRB2",2.57731432577635,4.93125641198161,9.76234402049241,2.79297105801735e-18,2.27092549111841e-16,30.8831288601675,"Upregulated"
"THY1",2.57111658708868,7.47919892266409,9.14971832454855,1.36466843824109e-16,8.79429521423788e-15,27.0472304217881,"Upregulated"
"TNFSF10",2.56348029601507,9.27983746597105,7.45137749888882,3.93587870038007e-12,1.14578017202615e-10,16.9435622212156,"Upregulated"
"SOX11",2.56288965066114,5.85330561886399,5.76954769785809,3.48701826997506e-08,3.99902398289427e-07,8.06252298783185,"Upregulated"
"GNLY",2.54269260701611,4.75640429632466,6.17073658533949,4.50761666452409e-09,6.413263217503e-08,10.0532828743663,"Upregulated"
"ADGRF5",2.54137476374614,6.52245478330149,10.4348402101637,3.611992492132e-20,3.64969047202561e-18,35.1756374689687,"Upregulated"
"TNFAIP6",2.53529584432882,7.21285315720065,8.35139885535639,1.89812502666818e-14,8.83880814991011e-13,22.1860366661809,"Upregulated"
"PLVAP",2.52741989837428,7.14964753952358,13.4611881482057,6.79646259114125e-29,1.88624491779474e-26,55.0347770724684,"Upregulated"
"LRRK2",2.52197865174944,5.04382090555757,9.68366950249256,4.62166248106085e-18,3.64393577815461e-16,30.3861481287321,"Upregulated"
"COL4A1",2.52082134036481,9.05101946709137,9.02209347837417,3.03677919534924e-16,1.85368208068019e-14,26.2587668969914,"Upregulated"
"NCF4",2.51311617295545,5.2398201431476,11.3573042907286,8.4147869853643e-23,1.1816359025285e-20,41.1648652394308,"Upregulated"
"LST1",2.51069510163222,5.7907940077222,14.2145127520495,4.44001827256555e-31,1.6503389347045e-28,60.0089597561026,"Upregulated"
"CTSS",2.5059801167563,7.49253097616223,9.65481103518903,5.55781328162283e-18,4.36550503611242e-16,30.2041539054187,"Upregulated"
"EMILIN1",2.49359150190853,5.79088993901493,9.62894145421173,6.55623008278539e-18,5.07315721833375e-16,30.0411492901181,"Upregulated"
"SELE",2.49303047009083,4.42718992372387,6.36875395952034,1.59294031506578e-09,2.53300631459849e-08,11.0676787001769,"Upregulated"
"MARCO",2.48484468518557,4.43063713922293,6.05152780640179,8.35170132768663e-09,1.11009363432821e-07,9.4525469703011,"Upregulated"
"EMCN",2.48421703505186,5.55002643799793,11.2499355611756,1.71165852979266e-22,2.34395870379173e-20,40.463129592004,"Upregulated"
"SIGLEC1",2.47727906484303,6.06837830728585,10.5321672852159,1.91430059381589e-20,2.02592704596265e-18,35.8027051518683,"Upregulated"
"CCL5",2.47491432771718,7.15388211868626,5.98030189952703,1.20303840646385e-08,1.5334503631687e-07,9.09727577458185,"Upregulated"
"SUCNR1",2.47398003896198,4.90630681393762,10.353097390058,6.15028185575722e-20,6.06720932832163e-18,34.6500177463785,"Upregulated"
"NCF1",2.46857452769485,5.3435394744672,8.20973794311574,4.47315394464522e-14,1.931715754311e-12,21.3426110281231,"Upregulated"
"CLEC4A",2.46559552194294,5.14314683824935,10.7053835135926,6.16524232161177e-21,6.93673075266751e-19,36.9218665867748,"Upregulated"
"COX7A1",2.46512960104398,6.31711232514316,8.13407446380747,7.05282372033593e-14,2.87288700075915e-12,20.8947433063061,"Upregulated"
"HYMAI",2.46412662916434,4.879227197439,10.0611416902565,4.08292718746947e-19,3.77716130698564e-17,32.7810323543187,"Upregulated"
"LCK",2.46252788572639,5.28741736912439,7.02854752618918,4.35716254241863e-11,1.01334456223959e-09,14.5865151324894,"Upregulated"
"PECAM1",2.45949840853669,6.53373009009712,15.4844886812565,9.69028179961944e-35,5.04258039147697e-32,68.3415087707099,"Upregulated"
"SLC40A1",2.45595785790665,7.9518802043172,8.92005808724595,5.74020037747078e-16,3.34684232092589e-14,25.6313033956494,"Upregulated"
"SATB1",2.44922804542451,5.42169227500179,9.31752405505215,4.74029050542693e-17,3.23505399575284e-15,28.0898128427363,"Upregulated"
"ELMO1",2.44755297232357,5.23083443270384,13.5114418646898,4.85706981031642e-29,1.36621497434779e-26,55.3669710937513,"Upregulated"
"MX2",2.44697003005334,7.29342825241378,8.68893466970224,2.40464586773199e-15,1.28670189554862e-13,24.2200756969866,"Upregulated"
"IGHV1-69",2.44485220437023,4.54658694121322,6.13912499826269,5.3122215369568e-09,7.44605328564013e-08,9.89324116703042,"Upregulated"
"ROPN1",2.43872224518449,4.56951670492087,6.83486390887079,1.27880800955422e-10,2.61992014949518e-09,13.5324693720648,"Upregulated"
"ITGB2",2.43015932499996,5.91799364443759,10.5527193515333,1.67384082455326e-20,1.78671778272185e-18,35.9352866683186,"Upregulated"
"CLDN3",2.42565321602571,7.75371018049196,6.2227440843666,3.43652247818524e-09,5.03386455900252e-08,10.3177320178852,"Upregulated"
"TMEM176B",2.42518160668026,5.53798671902024,12.1007629422964,6.02475222550784e-25,1.14004743249042e-22,46.0472849673474,"Upregulated"
"SAMSN1",2.42443132273723,5.2119122099292,11.4296987746502,5.21054701145083e-23,7.69202383286163e-21,41.6385781114506,"Upregulated"
"FXYD6",2.41945675413759,6.51319882750424,8.7431721470479,1.72028001565009e-15,9.44792309386717e-14,24.5499554531257,"Upregulated"
"IGLJ3",2.41743735572416,5.44181343868742,6.71148312694507,2.51749950092225e-10,4.79430485925861e-09,12.8699186993184,"Upregulated"
"AQP1",2.41606053006336,7.26626801160872,9.08516246217218,2.04621731222426e-16,1.28676777504375e-14,26.6479096398047,"Upregulated"
"RRN3P2",2.41373358358141,5.04380365396133,11.0491621011629,6.4393930973148e-22,8.1233919588247e-20,39.1538133740898,"Upregulated"
"BEX4",2.39862566038962,7.55927978352477,8.09502977899851,8.91459499401153e-14,3.56069109278061e-12,20.6643612033864,"Upregulated"
"LOC100190986",2.39628022268461,7.56106862006898,8.19245064267626,4.96435864618252e-14,2.11748207418626e-12,21.2401206566983,"Upregulated"
"P2RY14",2.39482280922766,5.38566160397059,11.2221500960859,2.05659502214763e-22,2.77974190818201e-20,40.2816997255528,"Upregulated"
"GPR89B",2.38992254677724,4.85074922753586,12.1548706163786,4.20046342365458e-25,8.24836284560095e-23,46.4038684123336,"Upregulated"
"ENTPD1",2.38651654629789,5.85466626451626,13.5331130771184,4.20201499066598e-29,1.19814989083168e-26,55.5102149299365,"Upregulated"
"IGSF6",2.38003137478564,4.64187815222001,11.3013032801952,1.21881357757982e-22,1.68010626604794e-20,40.7987290298451,"Upregulated"
"TNFRSF1B",2.37891070505688,6.36221846390209,9.1677241517749,1.21866353883268e-16,7.95187509743015e-15,27.1587865354632,"Upregulated"
"FCGRT",2.37483086543532,7.40380047467351,9.69714620326423,4.24000029471256e-18,3.36853458528405e-16,30.4711942218891,"Upregulated"
"ARMCX2",2.37418107344207,7.61101353719508,6.79338899444929,1.60700589163542e-10,3.1978802709743e-09,13.3089636144741,"Upregulated"
"LINC02754",2.3674104585729,6.06590874138272,9.99075432389064,6.43119881465707e-19,5.7700604882365e-17,32.3325207616586,"Upregulated"
"CD180",2.35265321807496,5.14370675010368,10.0872111348521,3.449852133845e-19,3.23462487234161e-17,32.9473610907891,"Upregulated"
"C5AR1",2.3382137972294,6.10947518507168,11.3604479203271,8.24153143729224e-23,1.16698963855264e-20,41.1854264156926,"Upregulated"
"EFS",2.33808761355365,6.98568086064989,7.83325136195272,4.23293609896706e-13,1.50355912798634e-11,19.1330713535054,"Upregulated"
"EPCAM",2.33687490403385,10.7870878810647,6.95269897356908,6.6550812317386e-11,1.45357309379474e-09,14.1717439994514,"Upregulated"
"MFAP5",2.3364212354975,6.80888557291324,6.23391597623892,3.24139048512948e-09,4.77829624277409e-08,10.3747242600063,"Upregulated"
"PPP1R14A",2.33256444559433,4.42320796835439,6.05440770369383,8.22890413821194e-09,1.09727507775068e-07,9.46696981823457,"Upregulated"
"ART3",2.3224002494679,4.00915998130936,5.55951270663493,9.83041175241585e-08,1.00947222805395e-06,7.05660344038132,"Upregulated"
"BTK",2.31943263375008,4.68242835081542,8.03485316219249,1.27787620784199e-13,4.92573949374649e-12,20.3102821301253,"Upregulated"
"FBN1",2.31444466098348,7.64918895383445,7.39544535355365,5.43151136991747e-12,1.53343883348209e-10,16.6275621517282,"Upregulated"
"ZC3H12D",2.30804495618931,4.72400306665511,8.18452489789572,5.20709170625501e-14,2.21195130338159e-12,21.1931638572901,"Upregulated"
"GPR183",2.30650560981331,5.67981132123619,9.52542871327743,1.26818345981223e-17,9.49540961006892e-16,29.3902688868592,"Upregulated"
"IL12RB2",2.29889177430566,4.45317583719244,7.41137423966966,4.95607056008839e-12,1.41315902340054e-10,16.717429082984,"Upregulated"
"TRG-AS1",2.29204121009618,5.04797531738792,7.52418513728258,2.58338526175373e-12,7.8730840737048e-11,17.3567478469444,"Upregulated"
"EN1",2.28717059765822,5.6935241473554,5.68517861915682,5.30325196857687e-08,5.79764651921888e-07,7.65536192981646,"Upregulated"
"FMO2",2.28539392342408,6.28264590886762,7.40717482580022,5.07726502423351e-12,1.44376053933635e-10,16.6937271835173,"Upregulated"
"NEAT1",2.28534538551306,9.2363679746261,11.2286039014328,1.97075197143128e-22,2.6811243323753e-20,40.3238345627745,"Upregulated"
"TIGIT",2.28456625215317,4.52169908866883,7.80598738805944,4.97196216066343e-13,1.74521740934585e-11,18.9749636515371,"Upregulated"
"LAIR1",2.2827613728876,5.66809957912188,10.8319660042159,2.68758058998864e-21,3.12525083690579e-19,37.7421108669686,"Upregulated"
"LCP2",2.2810241805312,4.80012974995223,11.5933118671374,1.76112933087368e-23,2.73566470314445e-21,42.710717793107,"Upregulated"
"EDNRA",2.27971166912689,6.61139480824972,9.32125301624651,4.62987677832038e-17,3.17009490594535e-15,28.1130542939979,"Upregulated"
"CILP",2.27823258140715,7.81027828147903,5.74398875100027,3.9609176623999e-08,4.4905501711794e-07,7.93874338911464,"Upregulated"
"SERPINB9",2.26648951727275,5.44634108495318,11.1278778603488,3.83211740828019e-22,4.95438036356225e-20,39.6666769932357,"Upregulated"
"OLFML3",2.26595710039475,7.89435757406059,6.73389127536069,2.22722063534795e-10,4.28858441487211e-09,12.9897232483775,"Upregulated"
"CORO1A",2.2550872223514,6.78581799112581,7.99175898378206,1.65260379537056e-13,6.28865594161576e-12,20.0574650049728,"Upregulated"
"HSPA6",2.25185073043669,6.05040890583752,10.5712235772199,1.48322296025594e-20,1.5996521200895e-18,36.0547062255607,"Upregulated"
"GUCY1A1",2.25163164940388,6.55489782385701,6.68705953876877,2.87639786492985e-10,5.38903884415075e-09,12.7396077765146,"Upregulated"
"PLAGL1",2.24778831864579,7.1817374140871,7.19505832656626,1.70500341917387e-11,4.36779218544151e-10,15.5058236527183,"Upregulated"
"TMEM98",2.24196516036721,7.02321206872861,6.83932622722584,1.24770365725297e-10,2.56376620194674e-09,13.5565635506831,"Upregulated"
"TLR2",2.24011477380731,6.8687720467493,8.2804640170161,2.91792109400305e-14,1.29778905067678e-12,21.762914285917,"Upregulated"
"FN1",2.23575194010725,9.40288648625341,8.70702064522855,2.15073336903746e-15,1.1597801833294e-13,24.3299870454347,"Upregulated"
"PLEKHO1",2.2352972301407,6.75830641136063,8.60794720132383,3.95914864548857e-15,2.04999201631454e-13,23.7290226160399,"Upregulated"
"KDR",2.2298732111596,6.0763747292732,12.0652088664175,7.63550324366103e-25,1.40648672581243e-22,45.8130476643556,"Upregulated"
"ANP32A-IT1",2.22976929100438,4.75060291769697,10.8637734843884,2.18085916321165e-21,2.57923769785515e-19,37.9485198572172,"Upregulated"
"P2RY13",2.22778390157301,4.21287675224632,7.26378751418874,1.15373489588396e-11,3.06704876855998e-10,15.8887010853977,"Upregulated"
"TASL",2.21903997519429,6.34933779056684,11.4792769669745,3.75166907712509e-23,5.57901284640882e-21,41.9632400214877,"Upregulated"
"TMSB15A",2.21607918345068,6.85641489976501,5.69234292640624,5.11854198923801e-08,5.61340629641671e-07,7.68977653287686,"Upregulated"
"C11orf96",2.20601112869861,8.1134317499486,6.39044452801696,1.41973439701591e-09,2.28022928039245e-08,11.1800180200359,"Upregulated"
"GGTA1",2.20069020667855,6.12737389821294,7.08973586279215,3.09060292800353e-11,7.41139400304073e-10,14.9229533247572,"Upregulated"
"SGIP1",2.19576289770839,4.48292130004205,8.41805905499866,1.26543210356216e-14,6.03704658407457e-13,22.5850726715112,"Upregulated"
"IGFBP7",2.19101030275431,8.81747048928793,7.74053654954227,7.30872817047092e-13,2.5104154598738e-11,18.5964979395145,"Upregulated"
"FNDC1-AS1",2.18963311145609,4.69390691975878,7.05832172444222,3.68728757239221e-11,8.72169213856181e-10,14.750022704303,"Upregulated"
"TMEM119",2.18906323797737,6.07487462128101,7.69795237443438,9.3831877028992e-13,3.13500886092852e-11,18.3510962166085,"Upregulated"
"CLEC2B",2.18891789381147,5.61931968667724,8.34008920795102,2.03302762716046e-14,9.40388223541e-13,22.1184706634679,"Upregulated"
"LINC00597",2.18818374559125,5.55453959821646,11.2091447385498,2.24108272585017e-22,3.00955722184331e-20,40.1968037028384,"Upregulated"
"EVI2B",2.18667429104514,6.79375097836277,7.00462376350702,4.98124981535986e-11,1.13564857510094e-09,14.4554164343289,"Upregulated"
"NCKAP1L",2.18656987206283,5.78030730701125,11.1788880911857,2.73672203178879e-22,3.60537146149896e-20,39.999356890336,"Upregulated"
"HLA-DMA",2.1805330729154,8.44367481448277,8.36455288475744,1.75235794050555e-14,8.19670349025238e-13,22.2646708551392,"Upregulated"
"PREX1",2.17914160432338,6.6156114040946,9.99512188283782,6.25256958753989e-19,5.63407947898887e-17,32.360326307635,"Upregulated"
"KCNJ8",2.17507788949661,5.3735210156473,10.8925677669403,1.8048748487438e-21,2.1715878599192e-19,38.1354754242019,"Upregulated"
"EFHD1",2.17467712657437,9.18267113277223,5.57103407136072,9.2930609182822e-08,9.59975498829003e-07,7.11111071484636,"Upregulated"
"COL4A2",2.17384703740483,8.60396353691597,7.51586063850652,2.71106153417626e-12,8.21408236301001e-11,17.3094015311708,"Upregulated"
"SELL",2.17200964948668,6.02600867066223,6.14154288135537,5.24599876569987e-09,7.3681150005427e-08,9.90546357920176,"Upregulated"
"NINJ2",2.16904394331831,5.88664733212166,8.07493345379199,1.00550509304432e-13,3.97893656435326e-12,20.5459799817314,"Upregulated"
"PCOLCE",2.16849070907419,8.20397624304265,6.08461821406417,7.04283289104393e-09,9.55026492684556e-08,9.61853752967593,"Upregulated"
"TMEM71",2.1622024217247,4.3574053327893,5.79028733477961,3.14364687525946e-08,3.64743643860232e-07,8.16323810847906,"Upregulated"
"RCSD1",2.15478416641522,5.39305591853802,9.36139260792687,3.59177248331044e-17,2.49209147467023e-15,28.363428606998,"Upregulated"
"ATP6V1C2",2.15349010739984,3.90069454434895,5.85368721708964,2.28654774388978e-08,2.73060764710647e-07,8.47263544399678,"Upregulated"
"TRAF3IP3",2.15333190070709,4.60325699148948,9.27404889075978,6.23794560058703e-17,4.21567654792919e-15,27.8190774311173,"Upregulated"
"RUBCNL",2.14980656009757,5.60109164851047,8.13254336992287,7.11797648005773e-14,2.89376328969535e-12,20.8856996791981,"Upregulated"
"MYO1F",2.14792669595225,6.35234554324136,12.0059645581634,1.13303138392875e-24,2.03310760831698e-22,45.4228701738215,"Upregulated"
"ARHGDIB",2.14437568518031,7.99828445914476,9.06181351032863,2.36851885605714e-16,1.47166328324864e-14,26.5037298488653,"Upregulated"
"OLFML2B",2.13555811816465,7.28300589356981,7.95972039347742,1.99998247970451e-13,7.52796298644653e-12,19.8699170305953,"Upregulated"
"SFRP4",2.13411928994605,6.86483797186395,5.71781405398306,4.51137904649082e-08,5.02431005097413e-07,7.81237136545748,"Upregulated"
"NOTCH2NLA",2.1273795635966,10.5322997551789,14.305087272313,2.42753433920371e-31,9.53379759821232e-29,60.6058853786689,"Upregulated"
"NAPSB",2.1269212792328,4.43047354228038,6.92335914368646,7.83472338431177e-11,1.6812347138603e-09,14.0119860788334,"Upregulated"
"FTX",2.12550150186883,6.94897204950344,9.40312462673187,2.75749932048973e-17,1.95895386880525e-15,28.6241137280775,"Upregulated"
"MARCHF1",2.1254993006789,5.14006509992189,12.5444646399875,3.1191084336061e-26,6.69322082943413e-24,48.9747009398222,"Upregulated"
"PLXNC1",2.12194211942992,5.50332162442909,11.8537232446694,3.12139087920565e-24,5.28225619111103e-22,44.4210675027717,"Upregulated"
"UGT8",2.1170734373147,4.31579686395895,6.20426189091511,3.78494812155797e-09,5.49781543267475e-08,10.2235904317564,"Upregulated"
"SLC15A3",2.10935072927708,6.50937035681405,8.21060255377478,4.44989416168696e-14,1.9256662572872e-12,21.3477395236378,"Upregulated"
"TAGLN",2.10595084420193,8.54388707923851,6.98371222436513,5.59844323748637e-11,1.25708302036978e-09,14.3410303536884,"Upregulated"
"RBP7",2.10285496039058,6.18010877012047,5.39960219724088,2.12815795287125e-07,2.0071412681928e-06,6.30831106354457,"Upregulated"
"CALCRL",2.0898424841556,4.76994548905794,10.2479453603324,1.21793933559647e-19,1.17367626252039e-17,33.9753325978053,"Upregulated"
"ALDH2",2.08817865494795,9.02090067519404,6.43914039344653,1.09550375482362e-09,1.7997561686388e-08,11.4330861273414,"Upregulated"
"SMOC2",2.08799176085892,6.24698024453362,8.63750818782589,3.30102570810571e-15,1.73075189204585e-13,23.9080465196118,"Upregulated"
"TRPS1",2.08597507511646,9.03028063577852,8.26853862876286,3.13620662972669e-14,1.38599025472954e-12,21.6919343361797,"Upregulated"
"GPR84",2.0845865449658,4.90539438962092,8.94676443356828,4.86027082071223e-16,2.89047248951786e-14,25.7952778157438,"Upregulated"
"SLC2A3",2.08441999558523,6.03739089240821,8.51186790667286,7.13658503053466e-15,3.54529874488255e-13,23.1488877968107,"Upregulated"
"SLAMF7",2.0828413992451,4.91955751590708,5.49403517626026,1.35111013614108e-07,1.33920749922745e-06,6.74833765706898,"Upregulated"
"GAL3ST4",2.08135221804608,6.45637475878594,11.8445402339708,3.3180072649761e-24,5.5251456976382e-22,44.3606816183537,"Upregulated"
"SOX10",2.07760767636247,4.1954846986494,5.44271768697967,1.73059001185987e-07,1.6669241599659e-06,6.50854212018894,"Upregulated"
"GBP1",2.07273003607245,7.96942354893503,6.68007657980059,2.98796672473093e-10,5.58800785042897e-09,12.7024023319514,"Upregulated"
"CD14",2.07163920456452,8.59002727825395,7.15671945425197,2.118284533879e-11,5.30590765014337e-10,15.2931049270566,"Upregulated"
"CD300LF",2.07026550797853,5.18604136547777,9.10788127235891,1.77454739406318e-16,1.13304306771242e-14,26.7883258527009,"Upregulated"
"ESRP1",2.0583688025064,8.93246012809104,5.74129783659733,4.01433194206938e-08,4.53628226787047e-07,7.92573337995662,"Upregulated"
"VWF",2.05824849914523,5.10031653216045,14.277648387272,2.91466638366877e-31,1.12349594029751e-28,60.4250843507506,"Upregulated"
"LRRC69",2.05561797841279,5.29573434076165,7.90592793214029,2.75302354576784e-13,1.01244143295331e-11,19.5558222203704,"Upregulated"
"BIN2",2.05128325533294,5.05693853119296,6.16666663549222,4.60407987641378e-09,6.5415646844746e-08,10.0326480143662,"Upregulated"
"CELF2",2.05024586174428,5.64531873207588,10.5892590359021,1.31828840369203e-20,1.42917568348176e-18,36.1711445035298,"Upregulated"
"COL6A2",2.04997791210997,8.20702229523185,7.46815844064523,3.57251479914937e-12,1.0503092591002e-10,17.0386107694987,"Upregulated"
"SPI1",2.04810994493045,4.18511822881797,7.78238322564365,5.71403092358746e-13,1.9955965381623e-11,18.8382951965263,"Upregulated"
"ENPP2",2.04269991263062,6.70456295353658,5.93312062718694,1.52981881954267e-08,1.89768645582721e-07,8.86347036048851,"Upregulated"
"IGLV4-60",2.03586429443319,3.95788299171856,5.83088874988087,2.56451110726763e-08,3.03642199646051e-07,8.3611146070591,"Upregulated"
"CD48",2.03267025826657,5.55731219755828,8.54396136981374,5.86327341437581e-15,2.94082014747548e-13,23.342373715197,"Upregulated"
"NCF2",2.02941721031837,6.2353697933567,6.94419450320787,6.97770140502198e-11,1.51135124605133e-09,14.1253968680575,"Upregulated"
"IGKV1D-8",2.0287565267706,3.94449860476868,5.07575465460962,9.71150090277584e-07,7.61087693114756e-06,4.84139841308116,"Upregulated"
"CCR2",2.02294596703445,4.51349571047363,7.6573724715774,1.1898475571026e-12,3.8819242791678e-11,18.1178680988692,"Upregulated"
"FYB1",2.02177025378521,5.29421042119142,7.6025630335116,1.63828893476954e-12,5.20625712629436e-11,17.8038351716328,"Upregulated"
"LINC01094",2.00868770513043,5.39612308952673,10.8398471326366,2.55202200861322e-21,2.98428865782495e-19,37.7932431197608,"Upregulated"
"CSF1R",2.00799386186186,7.50599715990203,10.5252006541296,2.00339014944896e-20,2.10608918993839e-18,35.75777637704,"Upregulated"
"TCF7L1",2.00552021640664,6.85641791680396,6.29211460263579,2.38803282995846e-09,3.62824112084564e-08,10.67266837948,"Upregulated"
"MIA",2.00310094028793,5.70256803224997,4.94214481358614,1.78321074255211e-06,1.30236953004288e-05,4.2558123609121,"Upregulated"
"PDGFRL",2.00148377473493,6.84471092946231,6.26797582887008,2.71121838658338e-09,4.07465781348253e-08,10.5488783508965,"Upregulated"
"AOAH",1.9971122930103,5.01650549053689,7.390572389007,5.58576579714756e-12,1.56273810574767e-10,16.6000902985604,"Upregulated"
"COBL",1.99530504891122,5.69917115960594,5.13792660179314,7.29200606048189e-07,5.93598381497577e-06,5.11785122230325,"Upregulated"
"PYCARD",1.99485953057798,8.13990126161692,5.50483778211311,1.28226233294694e-07,1.27949618697462e-06,6.79901869820451,"Upregulated"
"PCDHGA8",1.98677357117964,6.50492698034652,9.06243962742911,2.35925080104419e-16,1.47029357556092e-14,26.5075943795453,"Upregulated"
"TMEM47",1.98379954045517,6.73537875068731,5.6038840459299,7.91358268827747e-08,8.31925372002503e-07,7.26695574230497,"Upregulated"
"RNASE1",1.98232024982327,5.28599863906208,11.8722819993198,2.75884110637591e-24,4.74589071315823e-22,44.5431216974266,"Upregulated"
"TREM1",1.98042979338125,5.1663365780208,5.97820116619474,1.21600942614462e-08,1.54808784129665e-07,9.08683954913488,"Upregulated"
"FAM20A",1.97997960088251,4.85376368074974,8.86445038078748,8.11244936362823e-16,4.63902839296488e-14,25.2904687446775,"Upregulated"
"SIGLEC10",1.97367382290755,4.76337082199157,9.38604521434501,3.07266775494877e-17,2.16805353624606e-15,28.5173784877561,"Upregulated"
"ASAP1-IT1",1.96713747278579,5.6866964204845,9.95058780963786,8.3316631954883e-19,7.37972635804634e-17,32.0769612939574,"Upregulated"
"FGR",1.95575417121416,5.66624135794486,10.4509651428861,3.25163564921631e-20,3.34092982456832e-18,35.2794370161664,"Upregulated"
"LY75",1.95570784652881,6.8071295661888,5.94334124601623,1.45236655330643e-08,1.81132473379708e-07,8.9140139747477,"Upregulated"
"LY96",1.95514859457132,7.39164712583708,6.98542790995717,5.54508559425535e-11,1.24644661603051e-09,14.350407887298,"Upregulated"
"C1orf54",1.9528749255932,7.48430783239624,10.9195199582467,1.51177908454278e-21,1.84408418904081e-19,38.3105555626796,"Upregulated"
"NOD2",1.95202358325412,5.53238083048386,7.19011646088311,1.75343520059831e-11,4.46728931462103e-10,15.4783695084115,"Upregulated"
"DTNB-AS1",1.95116214990158,3.56642772737173,5.53266361180846,1.12030415670658e-07,1.13696396986092e-06,6.92988822181549,"Upregulated"
"ZBTB20",1.9499301483471,6.87338731902677,9.93970788414028,8.93650814267134e-19,7.81568978948336e-17,32.0077865324386,"Upregulated"
"TRAPPC10",1.94971192504413,6.5945776374349,13.1564562491928,5.21489815876622e-28,1.30780849608095e-25,53.0199392754279,"Upregulated"
"CYYR1",1.94818125791645,6.02035876191173,6.26477715965564,2.75714561412154e-09,4.14069162755698e-08,10.5324973468767,"Upregulated"
"MYO1G",1.94455395368215,5.32038501645261,9.46873815455059,1.81848396957363e-17,1.33101027064059e-15,29.0347434485576,"Upregulated"
"PCDHGA10",1.93920213382264,4.32617129096569,5.60717565363025,7.78692466987007e-08,8.20267393741627e-07,7.2826068129966,"Upregulated"
"LINC01355",1.93917091769334,6.08129239708931,13.1801389996209,4.45105965917631e-28,1.14381242970068e-25,53.1765400933719,"Upregulated"
"PELI1",1.93512620519008,7.0859181461864,10.8067980897351,3.17044523365476e-21,3.64601201870298e-19,37.5788717658055,"Upregulated"
"KRTCAP3",1.93313884672813,6.59709158979086,5.89063973050598,1.89743039285921e-08,2.30291624649355e-07,8.65401347246017,"Upregulated"
"HBB",1.93071596384863,6.34328797035536,6.65899754451074,3.35124202131278e-10,6.20791634313215e-09,12.5902327987802,"Upregulated"
"MIR155HG",1.92825222907894,5.00511720841644,6.0390804005409,8.90343946511319e-09,1.17072073573172e-07,9.39026067356789,"Upregulated"
"PPP1R16B",1.92537243717522,4.18114636865311,6.49062015795126,8.31855957422101e-10,1.39076961877438e-08,11.7019099027043,"Upregulated"
"PHETA2",1.92051509458952,6.18330822927627,9.09719141582563,1.89759277195555e-16,1.20421931549557e-14,26.7222403601465,"Upregulated"
"NOX4",1.9196769229438,5.03757538095683,8.8844997108697,7.1618849330067e-16,4.11808383647886e-14,25.413263768206,"Upregulated"
"RUNX1-IT1",1.91653884130356,6.22443162375396,7.46397914866407,3.65978277022279e-12,1.06992104441274e-10,17.0149285874189,"Upregulated"
"DOCK4",1.91099727878056,5.82926125404303,12.969094365321,1.82552931007045e-27,4.41841774292051e-25,51.7810601796229,"Upregulated"
"AOC3",1.91067295537595,5.8048563777199,7.44672644618915,4.0429009815959e-12,1.16879144349887e-10,16.917237918272,"Upregulated"
"ANGPT2",1.90874037094872,4.89358252739248,11.2004275544152,2.37389533968956e-22,3.16747637792552e-20,40.1399087912619,"Upregulated"
"ARHGEF6",1.90806570259475,7.66698599926781,7.09624948929712,2.97937358415397e-11,7.2257965894759e-10,14.9588632943065,"Upregulated"
"MIR34AHG",1.90725414557414,6.12236120803193,11.1006826835396,4.58503971288732e-22,5.85506758427912e-20,39.4894192559029,"Upregulated"
"ICOS",1.90660594435742,3.925299955995,5.37738561719536,2.36645047829514e-07,2.19998511414531e-06,6.20558041515977,"Upregulated"
"FES",1.90144467223161,4.59609787404352,8.13582385466006,6.97910507209556e-14,2.84843278579743e-12,20.9050772764443,"Upregulated"
"KLRB1",1.90048640150854,4.81506575917017,6.05365341918787,8.26089422361263e-09,1.10083555226951e-07,9.46319184292474,"Upregulated"
"ACTA2",1.89912022994143,6.30915978252136,8.18909925216791,5.06559792475929e-14,2.15624582420991e-12,21.2202625639988,"Upregulated"
"SYNM",1.89886721561844,7.5335457087142,5.02715526881762,1.21294446745726e-06,9.26511526243043e-06,4.62704250340761,"Upregulated"
